PRI	8.837 	10.259 	9.028 	10.142 	11.338 	13.904 	16.032 	23.609 	23.372 
PRT	62.881 	72.409 	84.450 	89.015 	93.518 	98.302 	97.778 	93.373 	65.834 
PRY	81.007 	75.863 	111.012 	113.517 	115.813 	121.778 	126.916 	145.743 	146.654 
PYF	0.516 	0.509 	0.461 	0.600 	0.774 	1.132 	1.505 	2.128 	2.105 
RUS	3525.559 	2521.097 	2427.289 	2480.917 	2546.375 	2489.681 	2369.502 	2315.797 	1330.143 
RWA	6.748 	5.348 	8.088 	10.235 	13.001 	19.084 	28.570 	68.227 	119.624 
SAU	276.258 	336.124 	462.564 	510.659 	569.648 	674.112 	746.943 	1101.618 	600.097 
SDN	157.512 	152.020 	148.593 	154.615 	162.575 	167.648 	193.018 	319.866 	345.493 
SEN	24.695 	26.957 	21.027 	23.984 	27.224 	32.326 	42.580 	86.298 	129.006 
SGP	71.607 	85.250 	90.370 	104.415 	120.632 	135.452 	139.008 	112.012 	24.524 
SLB	2.819 	2.712 	0.316 	0.518 	0.804 	1.544 	2.539 	4.827 	6.541 
SLE	13.081 	17.935 	39.857 	41.686 	42.941 	45.804 	51.317 	75.918 	96.504 
SLV	9.149 	12.671 	12.318 	14.635 	17.211 	23.342 	29.601 	50.637 	63.711 
STP	0.141 	0.158 	0.165 	0.200 	0.237 	0.317 	0.455 	0.955 	1.503 
SUR	10.713 	10.226 	19.932 	20.013 	20.070 	20.162 	20.139 	20.299 	19.631 
SVK	69.146 	52.605 	46.002 	50.060 	54.916 	61.279 	65.348 	74.813 	59.297 
SVN	16.216 	16.319 	16.456 	18.081 	19.861 	22.053 	23.421 	26.894 	19.689 
SWE	76.163 	79.702 	75.703 	79.062 	83.387 	90.608 	94.583 	99.671 	79.321 
SWZ	2.755 	2.801 	3.152 	3.245 	3.247 	3.082 	3.347 	5.188 	5.919 
SYR	57.004 	70.143 	81.248 	98.982 	121.842 	166.187 	211.027 	415.572 	425.121 
TCD	31.627 	33.303 	21.475 	24.841 	27.703 	32.623 	44.523 	101.455 	175.157 
TGO	8.771 	8.785 	29.676 	31.301 	33.093 	36.344 	42.282 	66.469 	91.289 
THA	324.815 	368.107 	386.525 	423.856 	470.048 	539.703 	593.087 	624.963 	475.837 
TJK	12.518 	12.083 	9.929 	15.732 	23.186 	41.704 	63.816 	123.050 	158.476 
TKM	89.915 	59.470 	62.366 	71.105 	80.867 	95.654 	106.160 	132.280 	101.645 
TON	0.174 	0.196 	0.189 	0.222 	0.269 	0.370 	0.492 	0.707 	0.766 
TTO	19.171 	22.375 	25.245 	24.902 	24.757 	24.403 	22.456 	21.478 	7.303 
TUN	24.950 	27.346 	32.808 	34.254 	35.983 	37.377 	42.204 	60.330 	50.853 
TUR	227.737 	250.698 	302.864 	345.457 	394.264 	491.353 	573.326 	708.532 	742.024 
TZA	103.730 	101.452 	200.354 	209.780 	220.049 	236.612 	271.305 	420.164 	528.722 
UGA	28.938 	30.517 	25.714 	32.981 	42.051 	63.649 	102.563 	275.539 	656.701 
UKR	1040.797 	690.722 	523.065 	536.610 	555.794 	557.079 	541.721 	541.104 	369.953 
URY	34.507 	41.173 	40.334 	38.272 	36.677 	35.482 	33.929 	35.891 	22.173 
